"match_id","match_date","team.name","score","Shots","ShotsOnTarget","AvgShotDistance","XG","Possession","PctPossession","avg.pass.length","avg.pass.length.z1","avg.pass.length.z2","avg.pass.length.z3","length.of.resultant.pass","dirn.of.resultant.pass","length.of.resultant.pass.z1","dirn.of.resultant.pass.z1","length.of.resultant.pass.z2","dirn.of.resultant.pass.z2","length.of.resultant.pass.z3","dirn.of.resultant.pass.z3","z1.passes","z2.passes","z3.passes","z1.pass.pct","z2.pass.pct","z3.pass.pct","Result","Opp_team.name","Opp_score","Opp_Shots","Opp_ShotsOnTarget","Opp_AvgShotDistance","Opp_XG","Opp_Possession","Opp_PctPossession","Opp_avg.pass.length","Opp_avg.pass.length.z1","Opp_avg.pass.length.z2","Opp_avg.pass.length.z3","Opp_length.of.resultant.pass","Opp_dirn.of.resultant.pass","Opp_length.of.resultant.pass.z1","Opp_dirn.of.resultant.pass.z1","Opp_length.of.resultant.pass.z2","Opp_dirn.of.resultant.pass.z2","Opp_length.of.resultant.pass.z3","Opp_dirn.of.resultant.pass.z3","Opp_z1.passes","Opp_z2.passes","Opp_z3.passes","Opp_z1.pass.pct","Opp_z2.pass.pct","Opp_z3.pass.pct","Opp_Result"
7525,"2018-06-14","Russia",5,14,7,17.9575575663601,1.1591677,388,0.404166666666667,23.5599212600515,36.0967275921348,21.3481772239362,17.2539042801802,8.64477402491948,0.580795758976096,24.1910217505416,0.0532241713810079,6.21775747808449,6.68120258480623,1.5558221858629,76.6075050932622,89,188,111,0.229381443298969,0.484536082474227,0.286082474226804,"W","Saudi Arabia",0,6,0,22.4606233790099,0.2094876,572,0.595833333333333,21.3297482837413,28.2269519431034,19.4463409313531,14.7040534526316,5.298981073266,2.9501950929672,14.9598805408969,0.220113543798936,1.87614693932786,16.8730147986474,1.26320165976057,179.522551665538,174,303,95,0.304195804195804,0.52972027972028,0.166083916083916,"L"
7529,"2018-06-16","Croatia",2,11,2,18.8522714857068,1.33675646,503,0.542025862068966,22.1495658413519,26.5261307629371,21.1989522778626,18.3047900234694,6.99627353146225,6.42829210697789,14.7972324038247,5.28758458773611,5.3268469367406,6.37646085684857,0.45002205816274,86.0994907806713,143,262,98,0.284294234592445,0.520874751491054,0.194831013916501,"W","Nigeria",0,13,2,21.5663231926546,0.58483404,425,0.457974137931034,22.6817835129412,26.9636526641221,20.8705416978166,20.4333145415385,8.55465207393692,8.47777750475472,16.2664178091528,6.5480422346353,5.69006357982156,0.351773287029316,5.15329495321774,58.302853628865,131,229,65,0.308235294117647,0.538823529411765,0.152941176470588,"L"
7530,"2018-06-16","France",2,12,4,21.7007489883965,1.2658283,549,0.552870090634441,21.2654400102004,26.2101422515789,21.7610043197492,16.61483462,6.35771330849832,2.11805840607099,12.4832739892546,7.41266146999941,6.50604655082318,10.2974392227343,3.25680880420977,52.1135872330911,95,319,135,0.17304189435337,0.581056466302368,0.245901639344262,"W","Australia",1,5,2,18.1237906104619,0.8748008,444,0.447129909365559,22.8797949083333,26.9962819822485,21.5525591544186,16.0409511016667,7.42967625710153,5.95082243682168,12.5316573423054,1.62344225504212,4.84721674287599,12.8627518196921,2.60362979854032,18.6669169865811,169,215,60,0.380630630630631,0.484234234234234,0.135135135135135,"L"
7531,"2018-06-16","Argentina",1,28,7,21.6328766112427,1.7720018,796,0.780392156862745,18.333059564196,21.9376897098039,18.9814060562025,16.2468751521739,2.87766052784703,9.82830643487022,12.0483175491078,14.0814745335264,3.60018506164222,9.14438408374479,1.92189000126086,126.151992421057,102,395,299,0.128140703517588,0.496231155778894,0.375628140703518,"D","Iceland",1,9,2,16.8473450470897,0.9083819,224,0.219607843137255,27.2913036691964,36.4725223904762,23.0566609662921,19.5591630411765,15.0732857031607,0.899415679630894,29.1184856659089,3.2577924958776,8.29655646797119,10.9294874482297,6.03580845705491,47.2380079993594,84,89,51,0.375,0.397321428571429,0.227678571428571,"D"
7532,"2018-06-16","Peru",0,17,6,19.4122658849448,1.9691084,435,0.519713261648746,21.3251521195402,28.3042929733333,20.5172942722826,17.3240292034247,7.26301522053795,0.924923004475058,18.957235372845,4.26403718451771,5.55644530937754,18.0627887534594,1.60232980477053,30.2916983544217,105,184,146,0.241379310344828,0.422988505747126,0.335632183908046,"L","Denmark",1,11,3,21.5127989099181,0.975352,402,0.480286738351254,22.1163619380597,35.865393251087,18.8720130827225,16.6941749680672,8.97523601454757,0.285841386995768,25.3411924048034,3.51654727124219,4.89127699199057,2.9450968363071,3.26579527351124,26.4331848646699,92,191,119,0.228855721393035,0.475124378109453,0.296019900497512,"W"
7533,"2018-06-17","Brazil",1,21,4,18.1103606333944,1.5673361,555,0.547877591312932,18.6750093855856,20.0098680288462,19.6207964048872,15.217736487218,5.37606751829609,11.1894208828902,8.54312842526349,19.2778732502775,5.09562020957595,14.876958026673,3.12335203980289,30.2067958715216,156,266,133,0.281081081081081,0.479279279279279,0.23963963963964,"D","Switzerland",1,7,2,19.1582525000254,0.4297458,458,0.452122408687068,21.2544624473799,24.8572534039683,21.4794831188034,16.0850083897959,7.03490664354688,5.14612937842403,13.8889726948645,6.43058058065079,5.3069042150524,2.07669639802441,2.38751524860513,11.8382098444658,126,234,98,0.275109170305677,0.510917030567686,0.213973799126638,"D"
7534,"2018-06-17","Germany",0,26,9,19.8040017341888,2.1116659,619,0.656415694591729,19.8028962851373,22.7792096916667,22.0940634468,16.9158713147368,5.01547630850773,1.10738337267325,10.6231105884174,13.4133184796839,7.60051470439939,9.32847650989517,2.03794716917785,51.5712830905017,84,250,285,0.135702746365105,0.403877221324717,0.460420032310178,"L","Mexico",1,12,4,20.9508749395622,0.6806172,324,0.343584305408271,23.8457353462963,32.3229863783333,21.2924412664063,14.7608869039474,9.70493064338334,0.911114871668103,20.811496818359,1.90456690464356,5.79443167951942,3.86546204251963,2.69505666117159,116.690154653333,120,128,76,0.37037037037037,0.395061728395062,0.234567901234568,"W"
7535,"2018-06-17","Costa Rica",0,10,3,18.9217119289663,0.4806569,481,0.522826086956522,21.7663267365904,30.5813162135135,19.6020659873518,18.0833706478632,7.33132448090317,8.34839292389015,18.6450358248096,3.3794660477906,4.54418605013586,16.732658440771,3.7790247918833,43.258744822993,111,253,117,0.230769230769231,0.525987525987526,0.243243243243243,"L","Serbia",1,12,2,16.9740150673951,1.3977901,439,0.477173913043478,22.6441178756264,29.813088862069,21.2905727266667,19.772504856701,8.27672102509158,2.50804676267242,20.9221954645045,0.912877643748584,6.25130142884664,6.44736029663889,4.44334672719112,58.3750804682893,87,255,97,0.198177676537585,0.580865603644647,0.220956719817768,"W"
7536,"2018-06-18","Belgium",3,15,6,19.9013044299791,1.1790508,610,0.626283367556468,20.1654205065574,21.9348692475524,20.3425438197531,17.9946574055944,5.10162373864964,7.96085838678433,9.66814014019611,4.64662721044497,5.36913730496506,6.90032808629704,2.34119567323389,93.9393000783035,143,324,143,0.234426229508197,0.531147540983607,0.234426229508197,"W","Panama",0,7,2,21.3605891171268,0.5630838,364,0.373716632443532,22.2184122653846,29.777531237069,19.9091374753086,16.3724205825581,9.59298877545712,2.31421927664403,21.9231612206828,2.32122648505992,4.75161103233683,7.01423000265657,2.63314981749146,35.6553295584413,116,162,86,0.318681318681319,0.445054945054945,0.236263736263736,"L"
7537,"2018-06-18","Tunisia",1,6,1,22.2836262392092,0.9064198,368,0.392324093816631,21.5816154524457,24.5018119853107,19.7990282536913,15.5990132214286,7.60512726376249,1.26939134667235,13.2014991434959,5.47636568776125,3.71228323689445,17.6815321142187,1.32008745695575,172.746796914924,177,149,42,0.480978260869565,0.404891304347826,0.114130434782609,"L","England",2,18,8,13.93552418017,2.13331754,570,0.607675906183369,21.2462739401754,26.6974450422414,20.9411059205298,17.6924903486842,5.03538873980824,1.63714740599219,11.5210253308156,2.65901763661769,4.37776890200799,6.34019168059517,1.66794152950204,29.8009446187407,116,302,152,0.203508771929825,0.529824561403509,0.266666666666667,"W"
