"match_id","match_date","team.name","score","Shots","ShotsOnTarget","AvgShotDistance","XG","Possession","PctPossession","avg.pass.length","avg.pass.length.z1","avg.pass.length.z2","avg.pass.length.z3","length.of.resultant.pass","dirn.of.resultant.pass","length.of.resultant.pass.z1","dirn.of.resultant.pass.z1","length.of.resultant.pass.z2","dirn.of.resultant.pass.z2","length.of.resultant.pass.z3","dirn.of.resultant.pass.z3","z1.passes","z2.passes","z3.passes","z1.pass.pct","z2.pass.pct","z3.pass.pct","Result","Opp_team.name","Opp_score","Opp_Shots","Opp_ShotsOnTarget","Opp_AvgShotDistance","Opp_XG","Opp_Possession","Opp_PctPossession","Opp_avg.pass.length","Opp_avg.pass.length.z1","Opp_avg.pass.length.z2","Opp_avg.pass.length.z3","Opp_length.of.resultant.pass","Opp_dirn.of.resultant.pass","Opp_length.of.resultant.pass.z1","Opp_dirn.of.resultant.pass.z1","Opp_length.of.resultant.pass.z2","Opp_dirn.of.resultant.pass.z2","Opp_length.of.resultant.pass.z3","Opp_dirn.of.resultant.pass.z3","Opp_z1.passes","Opp_z2.passes","Opp_z3.passes","Opp_z1.pass.pct","Opp_z2.pass.pct","Opp_z3.pass.pct","Opp_Result"
22921,"2019-06-07","France Women's",4,21,8,19.679847200945,0.798035887,641,0.661506707946336,19.5441659411856,22.1739416988636,20.2486652743243,16.8551767612022,3.92147563061171,2.08608540212524,8.03148788792955,22.4938988354389,4.62228732995784,6.86073493380512,1.23113137755272,44.388581016663,88,370,183,0.137285491419657,0.577223088923557,0.285491419656786,"W","Korea Republic Women's",0,5,0,26.6349473155327,0.240592903,328,0.338493292053664,21.2129485234756,24.1174452116667,17.8249517543478,15.68636355,9.02062017450803,1.92134572709892,12.3867630567385,0.226139554158209,4.9817706895053,4.12896304143365,5.8481195837609,44.3764914969786,180,138,10,0.548780487804878,0.420731707317073,0.0304878048780488,"L"
22924,"2019-06-08","Norway Women's",3,10,4,19.0756572900997,0.7794525185,470,0.586034912718205,20.3574933710638,22.7261951552486,20.0414042975728,15.9765213975904,7.88292215194764,0.813462862980337,11.1075627741255,2.8967026865831,7.05272495314795,6.43774431790307,3.34285153258633,24.2371609660545,181,206,83,0.385106382978723,0.438297872340426,0.176595744680851,"W","Nigeria Women's",0,10,1,16.8713829111618,0.6704578335,332,0.413965087281795,24.4015406003012,25.6293109075472,24.0209456317568,23.4551867897436,11.8027703019078,1.09816362301174,17.7015525960358,4.41369366192473,11.9284016238565,7.57426892802588,6.93604936099264,56.7035285098313,106,148,78,0.319277108433735,0.44578313253012,0.234939759036145,"L"
22926,"2019-06-08","Germany Women's",1,16,4,19.1832628909667,0.5585601765,541,0.611299435028249,22.067280532902,29.0669027384615,22.6938878902222,16.4170786935484,7.72273485560599,1.90106600449644,18.0896520177769,1.54486631110162,7.95263264647444,9.91820273912139,1.29669444870395,75.0303279631021,130,225,186,0.240295748613678,0.415896487985213,0.343807763401109,"W","China PR Women's",0,5,2,14.4715094687644,0.7535014025,344,0.388700564971751,21.4339866994186,24.587655279021,20.1078844773333,16.4916480019608,10.8061928663606,3.06868411240204,15.552174993378,2.07694814557067,8.6698401857493,14.0266263281811,4.52088136703497,8.88219278967076,143,150,51,0.415697674418605,0.436046511627907,0.148255813953488,"L"
22930,"2019-06-08","Spain Women's",3,28,12,17.729176649187,3.3607850672,625,0.743162901307967,18.95354616816,22.8464202111111,19.8327012566667,16.3956622654709,5.46061612583766,0.40459578949052,12.0523513890626,7.72204733841404,5.74664305202523,0.564993038629236,2.98632146432236,9.61225252250187,72,330,223,0.1152,0.528,0.3568,"W","South Africa Women's",1,4,2,23.1265948372685,0.197735089,216,0.256837098692033,24.3834530462963,28.9147964673469,20.7910433564706,20.1799126939394,14.5395762176668,3.40631358802152,22.9044471537076,6.45632796449878,9.96990409161416,5.16565988075534,1.86372524635124,9.82988801789383,98,85,33,0.453703703703704,0.393518518518519,0.152777777777778,"L"
22933,"2019-06-09","Australia Women's",1,16,5,14.0132714047715,2.4575011196,495,0.62107904642409,21.557866756505,23.4032562484848,20.3112446362162,20.3546343711607,6.7910190140996,4.36589359313771,7.6685222379706,1.26045469063429,6.72423541561379,7.22727573602542,6.67184606969721,36.6260683109616,198,185,112,0.4,0.373737373737374,0.226262626262626,"L","Italy Women's",2,6,3,22.0314699516849,0.490320149,302,0.37892095357591,23.9278273390728,29.5617545094737,22.4854869986014,18.78769589375,13.2580905341761,5.19442889241601,21.3522896004237,1.85890298798741,12.360917784756,2.59402520205456,4.54769048153731,48.1196030163167,95,143,64,0.314569536423841,0.473509933774834,0.211920529801325,"W"
22934,"2019-06-09","Brazil Women's",3,17,6,18.7209964068407,2.297495438,476,0.614193548387097,19.1954906743697,22.3968206145038,18.3363738471774,17.0685499628866,6.54708519949016,4.30986988331365,8.87406454985285,6.59926897551938,7.30470053741955,1.15132820202405,2.03120390872729,44.0540675803839,131,248,97,0.275210084033613,0.521008403361345,0.203781512605042,"W","Jamaica Women's",0,12,3,21.303919868879,0.4097049805,299,0.385806451612903,23.2495842928094,31.0351388927778,19.4536684606452,21.1693442925926,11.6553745222814,3.92092256556631,21.3933054548833,1.93463081794291,8.34936027806025,2.19647233921618,6.71791462739931,44.374573273781,90,155,54,0.301003344481605,0.518394648829431,0.180602006688963,"L"
22936,"2019-06-09","England Women's",2,15,6,17.4942561605046,1.945682006,581,0.588056680161943,18.8274276895009,19.9888945837398,19.4323540832669,17.4037709125604,4.93541421964939,6.93442968145351,8.66306608996991,14.5892040519694,5.68706877921579,13.4161116522102,2.85571916441533,43.779958997212,123,251,207,0.21170395869191,0.432013769363167,0.356282271944923,"W","Scotland Women's",1,9,3,19.6840071367102,0.466326794,407,0.411943319838057,21.250915829484,24.5623209613497,19.841899466474,17.0819129323944,7.53381209812146,3.9439646500082,12.635508818769,2.38756519509102,4.71761552313814,4.87091334885932,2.76205906708159,16.5313386529784,163,173,71,0.4004914004914,0.425061425061425,0.174447174447174,"L"
22939,"2019-06-10","Canada Women's",1,16,4,17.652102526075,0.7322474216,620,0.731132075471698,20.0113949241935,23.4237137066116,20.512691522449,16.2624506557692,6.68544381502542,3.9357231975787,12.3543980980645,1.29559480305387,6.92397939899087,2.18386874631887,1.99872865411424,30.9164860051492,121,343,156,0.195161290322581,0.553225806451613,0.251612903225806,"W","Cameroon Women's",0,4,0,16.9866180918393,0.087763184,228,0.268867924528302,24.7164612973684,29.0948669368421,23.1059081636364,17.1722326058824,17.2036317600313,4.37473047510809,23.7176990150116,1.77521678506264,16.4009603209749,3.04672793147974,4.35093940272489,75.3155770585337,95,99,34,0.416666666666667,0.434210526315789,0.149122807017544,"L"
22940,"2019-06-10","Argentina Women's",0,5,1,21.8947566521033,0.107586156,297,0.294059405940594,19.9870847131313,24.7459346166667,16.1786360222222,17.6127926416667,12.6822259618806,1.33416488894735,20.4728223439381,0.668575873489233,7.42760182481734,7.29936539735067,5.66439212217353,20.0167163269687,126,135,36,0.424242424242424,0.454545454545455,0.121212121212121,"D","Japan Women's",0,8,2,20.9032431920411,0.2365147961,713,0.705940594059406,18.7073502859748,19.7285146696078,19.4543092377483,15.9065200816456,4.62965782979881,4.19555611636447,6.88072083224639,8.00194988951161,4.70384687928226,7.60494884012299,3.09089494682218,6.72628801821745,102,453,158,0.143057503506311,0.635343618513324,0.221598877980365,"D"
22942,"2019-06-11","New Zealand Women's",0,6,4,19.6661078517089,0.550612365,327,0.310836501901141,24.3178450617737,29.6794397410072,20.9315275962406,18.95636438,14.4023882961428,0.728750601068607,23.4900663320242,0.196536075177539,8.97867096877319,3.75471153473581,4.6221350568377,6.66375067934286,139,133,55,0.425076452599388,0.406727828746177,0.168195718654434,"L","Netherlands Women's",1,16,3,14.852168408112,1.835304526,725,0.689163498098859,21.1873067288276,22.783889840625,21.8743832700565,18.8239020203791,5.62682028011671,0.268260255307973,8.2439729047638,13.1017316945204,6.80229286700859,3.09470042837304,1.98105422501974,21.0148750456954,160,354,211,0.220689655172414,0.488275862068966,0.291034482758621,"W"
